q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,Presence
No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Not Present
No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Present
Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Not Present
No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Present
Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Present
Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Present
Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Present
No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Not Present
Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Present
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Not Present
Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Not Present
No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Not Present
No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Not Present
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Present
Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Present
No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Not Present
Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Present
No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Present
No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Not Present
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Not Present
No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Not Present
No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Not Present
No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Present
No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Not Present
Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Present
No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Not Present
No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Not Present
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Present
Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Present
No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Present
Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Not Present
No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Present
Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Present
No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Not Present
Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Present
No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Not Present
Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Not Present
Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Not Present
Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Present
No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Present
No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Present
Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Not Present
No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Present
Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Not Present
No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Present
Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Present
No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Present
No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Present
No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Not Present
No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Not Present
Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Not Present
No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Not Present
No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Not Present
No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Not Present
Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not Present
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Present
No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Present
Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Present
No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Not Present
No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Present
No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Present
No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Present
Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Not Present
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Present
No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Not Present
Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Not Present
Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Not Present
No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Not Present
No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Not Present
Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Present
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Present
Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Present
Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Not Present
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Present
Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Present
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Present
No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Present
No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Present
Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not Present
Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Not Present
No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Present
Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Not Present
Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Present
Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Not Present
Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Not Present
Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Present
Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Not Present
Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not Present
No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Present
No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Present
Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Not Present
Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Not Present
No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Not Present
No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Present
No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Not Present
Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Not Present
No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Present
No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Not Present
No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Not Present
Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Not Present
Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Not Present
No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Present
Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Present
No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Present
No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not Present
No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Present
No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Present
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Present
No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Present
No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Present
No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Not Present
Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Not Present
No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Present
No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Not Present
Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Present
No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Not Present
No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Present
No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Not Present
Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Present
No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Not Present
Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Present
Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Not Present
Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Present
No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Not Present
No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Not Present
Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Present
Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Not Present
No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Present
Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Not Present
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Present
Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Present
Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Present
No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Not Present
Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Present
No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Not Present
Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Not Present
No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Not Present
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Not Present
Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Present
Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Present
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Not Present
No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Present
Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Not Present
No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Not Present
Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Present
No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Present
No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Not Present
No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Not Present
